	SRR6924534	SRR6924535	SRR6924536	SRR6924547	SRR6924548	SRR6924549
gene:Bcin01g05190	169	283	116	789	712	446
gene:Bcin01g05200	242	264	209	219	141	174
gene:Bcin01g05210	695	766	655	662	404	413
gene:Bcin01g05220	1125	1372	1177	1223	707	739
gene:Bcin01g05230	1104	1158	1124	1625	1566	1330
gene:Bcin01g05240	213	234	240	332	304	268
gene:Bcin01g05250	854	920	761	946	745	701
gene:Bcin01g05260	2484	2899	2245	2963	3328	2640
gene:Bcin01g05270	593	529	525	497	383	355
gene:Bcin01g05280	2318	2662	1886	87	48	33
gene:Bcin01g05290	374	489	356	416	334	270
gene:Bcin01g05300	219	260	156	123	78	81
gene:Bcin01g05310	9221	8943	8113	12806	17845	12593
gene:Bcin01g05320	17	16	8	18	11	12
gene:Bcin01g05330	771	602	505	1367	1291	1369
gene:Bcin01g05340	320	334	291	258	419	197
gene:Bcin01g05350	698	581	486	178	346	137
gene:Bcin01g05360	213	280	229	349	293	228
gene:Bcin01g05370	366	495	280	311	238	268
gene:Bcin01g05380	2427	2806	1903	1757	1481	1353
gene:Bcin01g05390	2564	2882	2391	2072	1949	1579
gene:Bcin01g05400	357	313	250	316	196	186
gene:Bcin01g05410	363	445	352	416	319	274
gene:Bcin01g05420	176	178	152	359	468	371
gene:Bcin01g05430	3067	3430	2889	3232	1916	2051
gene:Bcin01g05440	157	197	126	86	41	68
gene:Bcin01g05450	584	581	527	389	299	244
gene:Bcin01g05460	264	372	272	273	235	173
gene:Bcin01g05470	3	4	6	8	1	1
gene:Bcin01g05480	2299	2048	2308	1887	1270	1180
gene:Bcin01g05490	1530	1655	1348	1201	733	699
gene:Bcin01g05500	2	1	1	0	0	2
gene:Bcin01g05510	792	813	750	1347	1225	1044
gene:Bcin01g05520	451	521	564	828	426	451
gene:Bcin01g05530	2563	2971	2367	2608	1720	1869
gene:Bcin01g05540	255	298	266	278	199	199
gene:Bcin01g05550	6884	6454	6657	6943	5259	5093
gene:Bcin01g05560	767	752	619	582	510	448
gene:Bcin01g05570	194	229	174	198	156	148
gene:Bcin01g05580	382	403	261	346	361	280
gene:Bcin01g05590	16265	16700	12339	23063	22551	17463
gene:Bcin01g05600	78	100	64	74	102	56
gene:Bcin01g05610	887	866	942	766	583	425
gene:Bcin01g05620	259	301	199	227	418	312
gene:Bcin01g05630	760	767	495	2229	2755	1247
gene:Bcin01g05640	73	76	61	155	172	136
gene:Bcin01g05650	621	697	726	991	791	707
gene:Bcin01g05660	141	139	128	119	132	108
gene:Bcin01g05670	431	536	380	512	444	372
gene:Bcin01g05680	1045	1073	857	44	51	40
gene:Bcin01g05690	0	0	2	8	1	1
gene:Bcin01g05700	0	5	1	8	5	3
gene:Bcin01g05710	4380	5932	3239	4837	5931	4014
gene:Bcin01g05720	2372	3161	1798	20463	21050	15066
gene:Bcin01g05730	743	982	607	2819	3246	1833
gene:Bcin01g05740	375	499	391	682	522	414
gene:Bcin01g05750	2305	3114	1947	5952	6034	4157
gene:Bcin01g05760	331	366	259	642	756	589
gene:Bcin01g05770	33	41	35	57	32	31
gene:Bcin01g05780	2439	2611	2436	12127	14514	11632
gene:Bcin01g05790	4206	4343	6202	6285	8397	8052
gene:Bcin01g05800	33	40	16	23	49	19
gene:Bcin01g05810	81	89	89	393	605	454
gene:Bcin01g05820	30	36	21	15	7	21
gene:Bcin01g05830	189	206	187	142	141	111
gene:Bcin01g05840	71	77	40	47	68	41
gene:Bcin01g05850	214	305	198	269	320	113
gene:Bcin01g05860	5	9	5	5	9	2
gene:Bcin01g05870	2	2	0	0	0	0
gene:Bcin01g05880	4	9	4	5	1	5
gene:Bcin01g05890	9763	13741	16493	1925	2134	1401
gene:Bcin01g05900	1	1	1	5	0	2
gene:Bcin01g05910	9	15	5	12	14	8
gene:Bcin01g05920	897	1187	726	1073	880	700
gene:Bcin01g05930	742	977	578	1388	948	925
gene:Bcin01g05940	652	838	545	374	424	341
gene:Bcin01g05950	2306	2738	1891	1019	774	707
gene:Bcin01g05960	828	911	966	157	136	120
gene:Bcin01g05970	3367	3238	3730	194	243	193
gene:Bcin01g05980	689	843	626	343	462	296
gene:Bcin01g05990	77	75	69	54	48	59
gene:Bcin01g06000	304	336	277	207	182	153
gene:Bcin01g06010	962	1061	750	5180	5375	2567
gene:Bcin01g06020	1123	1296	1123	1288	1404	980
gene:Bcin01g06030	465	580	433	379	349	280
gene:Bcin01g06040	767	1100	1110	1571	1399	1368
gene:Bcin01g06050	2	4	7	7	7	10
gene:Bcin01g06060	463	840	292	5477	4073	3065
gene:Bcin01g06070	3249	3851	3256	3518	3080	2623
gene:Bcin01g06080	1597	1795	1406	786	762	681
gene:Bcin01g06090	298	337	291	542	409	455
gene:Bcin01g06100	3580	4513	3133	1909	2327	2132
gene:Bcin01g06110	397	524	334	489	452	331
gene:Bcin01g06120	1506	1613	1353	911	695	583
gene:Bcin01g06130	87	101	68	68	51	33
gene:Bcin01g06140	434	479	396	802	696	472
gene:Bcin01g06150	3256	3836	3233	3250	2951	2532
gene:Bcin01g06160	11	9	5	11	8	6
gene:Bcin01g06170	124	138	110	270	179	195
gene:Bcin01g06180	0	1	2	0	2	2
gene:Bcin01g06190	12	20	15	27	14	12
gene:Bcin01g06200	270	363	258	354	316	250
gene:Bcin01g06210	4937	6820	3394	1521	1962	1292
gene:Bcin01g06220	10906	11343	9423	14401	11553	10054
gene:Bcin01g06230	308	390	307	394	251	267
gene:Bcin01g06240	7	4	5	12	5	7
gene:Bcin01g06250	2376	2711	4035	6195	8778	3065
gene:Bcin01g06260	3607	4326	3004	5040	5399	3188
gene:Bcin01g06270	1525	1736	1287	1304	1522	1082
gene:Bcin01g06280	1359	1539	1221	1533	1520	1041
gene:Bcin01g06290	754	648	1268	238	334	406
gene:Bcin01g06300	129	144	99	293	257	192
gene:Bcin01g06310	79	90	74	138	124	108
gene:Bcin01g06320	1263	1419	1052	2154	1566	1547
gene:Bcin01g06330	686	787	720	912	529	574
gene:Bcin01g06340	635	673	652	612	456	492
gene:Bcin01g06350	0	1	1	2	4	1
gene:Bcin01g06360	10	16	16	19	11	15
gene:Bcin01g06370	843	888	814	372	400	356
gene:Bcin01g06380	615	605	503	258	388	278
gene:Bcin01g06390	23	13	9	21	21	20
gene:Bcin01g06400	9	20	4	12	11	7
gene:Bcin01g06410	759	783	709	200	479	241
gene:Bcin01g06420	789	985	647	940	797	580
gene:Bcin01g06430	1444	1800	1010	289	249	197
gene:Bcin01g06440	2535	2728	2107	3172	2331	2079
gene:Bcin01g06450	17705	20388	17051	38219	30269	27425
gene:Bcin01g06460	2181	2665	2173	1955	1832	1408
gene:Bcin01g06470	8056	10130	6860	13403	13222	7885
gene:Bcin01g06480	1206	1335	1084	1087	886	835
gene:Bcin01g06490	495	480	455	357	343	263
gene:Bcin01g06500	2318	2848	2187	3375	2326	2397
gene:Bcin01g06510	30	66	39	119	47	46
gene:Bcin01g06520	181	225	150	112	83	83
gene:Bcin01g06530	8	6	3	10	4	5
gene:Bcin01g06540	21	13	13	31	34	13
gene:Bcin01g06550	1097	1298	998	1260	1003	871
gene:Bcin01g06560	281	357	231	223	247	215
gene:Bcin01g06570	958	1321	676	1094	1484	1005
gene:Bcin01g06580	572	660	407	343	398	298
gene:Bcin01g06590	137	108	94	44	56	30
gene:Bcin01g06600	105	120	32	42	97	61
gene:Bcin01g06610	38	37	25	36	56	36
gene:Bcin01g06620	742	820	854	511	571	431
gene:Bcin01g06630	3	14	12	13	9	8
gene:Bcin01g06640	1613	1635	1469	1911	1313	1289
gene:Bcin01g06650	12955	13388	11831	18037	15276	13865
gene:Bcin01g06660	13	8	8	23	29	9
gene:Bcin01g06670	721	755	695	1404	1275	983
gene:Bcin01g06690	22	17	13	15	17	17
gene:Bcin01g06680	5	9	4	7	3	5
gene:Bcin01g06700	1557	1819	1418	1815	1469	1188
gene:Bcin01g06710	857	1049	765	427	456	383
gene:Bcin01g06720	249	293	233	211	182	151
gene:ENSRNA049512601	1	0	0	0	0	0
gene:EFBcG00000013270	0	0	0	0	0	0
gene:Bcin01g06730	129	155	113	266	175	184
gene:Bcin01g06740	177	218	170	628	486	371
gene:Bcin01g06750	29	28	17	28	20	23
gene:Bcin01g06760	7	14	3	3	7	3
gene:Bcin01g06770	3	2	3	0	5	0
gene:Bcin01g06780	1	2	0	0	2	0
gene:Bcin01g06790	58	56	49	43	38	49
gene:Bcin01g06800	1310	1502	856	986	831	770
gene:Bcin01g06810	306	370	223	355	286	278
gene:Bcin01g06820	74	108	45	99	123	95
gene:Bcin01g06830	1	2	1	2	1	3
gene:Bcin01g06840	217	310	258	256	213	178
gene:Bcin01g06850	1005	1159	585	444	297	255
gene:Bcin01g06860	86	86	85	92	57	54
gene:Bcin01g06870	244	320	245	233	152	149
gene:Bcin01g06880	1005	1098	1082	1139	909	844
gene:Bcin01g06890	2	6	5	36	24	22
gene:Bcin01g06900	2462	3247	2423	805	825	749
gene:Bcin01g06910	832	846	648	437	727	574
gene:Bcin01g06920	3	4	1	1	0	1
gene:Bcin01g06935	317	332	280	248	250	187
gene:Bcin01g06930	0	0	0	0	0	0
gene:Bcin01g06940	382	361	322	341	261	278
gene:Bcin01g06950	885	747	798	406	359	311
gene:Bcin01g06960	2604	3298	2283	1334	880	827
gene:Bcin01g06970	2	3	0	4	2	2
gene:Bcin01g06980	0	2	1	2	1	1
gene:Bcin01g06990	37	75	25	86	117	88
gene:Bcin01g07000	0	0	0	0	0	0
gene:Bcin01g07010	1	2	2	2	0	0
gene:Bcin01g07020	51	40	56	34	24	40
gene:Bcin01g07030	234	280	239	405	375	218
gene:Bcin01g07040	39	48	26	111	79	67
gene:Bcin01g07050	632	853	586	660	543	497
gene:Bcin01g07060	0	0	0	0	0	0
gene:Bcin01g07070	2468	2877	2005	2910	2406	2037
gene:Bcin01g07080	53	22	56	11	1	2
gene:Bcin01g07090	101	44	100	8	6	3
gene:Bcin01g07100	10	2	44	6	1	1
gene:Bcin01g07110	807	1030	792	890	705	640
gene:Bcin01g07120	543	613	534	1162	1614	1233
gene:Bcin01g07130	2	1	4	4	8	5
gene:Bcin01g07140	1	2	0	0	0	1
gene:Bcin01g07150	1	3	0	4	2	0
gene:Bcin01g07160	0	1	0	3	0	2
gene:Bcin01g07170	1615	1745	1441	1290	1175	950
gene:Bcin01g07180	1006	1029	943	1220	891	862
gene:Bcin01g07190	17	14	20	25	14	11
gene:Bcin01g07200	8	7	15	118	145	113
gene:Bcin01g07210	6	12	9	18	24	12
gene:Bcin01g07220	62	63	29	12	23	37
gene:Bcin01g07230	1001	1174	571	66	48	36
gene:Bcin01g07240	364	393	344	431	248	282
gene:Bcin01g07250	6378	5681	4137	17	8	12
gene:Bcin01g07260	1729	1564	1175	121	81	83
gene:Bcin01g07270	10212	8263	5667	47	34	20
gene:Bcin01g07280	381	420	337	283	204	201
gene:Bcin01g07290	729	806	736	614	508	447
gene:Bcin01g07300	261	287	262	354	379	243
gene:Bcin01g07310	25	35	30	21	23	15
gene:Bcin01g07320	18396	21757	23207	4622	7711	6027
gene:Bcin01g07330	9	18	9	6	2	5
gene:Bcin01g07340	1132	1507	1088	1289	978	787
gene:Bcin01g07350	30	52	30	27	9	10
gene:EFBcG00000013185	0	0	0	0	0	0
gene:Bcin01g07360	0	3	2	5	1	0
gene:Bcin01g07370	6	12	7	15	35	17
gene:Bcin01g07380	4275	4595	4324	6096	5715	5821
gene:Bcin01g07390	170	269	99	110	177	156
gene:Bcin01g07400	139	247	109	160	240	172
gene:Bcin01g07410	1711	2100	1113	769	1098	641
gene:Bcin01g07420	352	346	299	539	288	258
gene:Bcin01g07430	10	16	12	31	12	9
gene:Bcin01g07440	601	623	656	753	438	491
gene:Bcin01g07450	379	312	243	376	295	296
gene:Bcin01g07460	6061	6834	6596	4187	4121	3443
gene:Bcin01g07470	5	10	5	11	5	6
gene:Bcin01g07480	222	212	177	180	161	165
gene:Bcin01g07490	1304	1311	1211	1219	933	855
gene:Bcin01g07500	5	12	10	19	22	9
gene:Bcin01g07510	2725	3148	2589	3645	2314	2117
gene:Bcin01g07520	3963	4578	3729	2489	2416	2099
gene:Bcin01g07530	4769	4654	2541	98	82	93
gene:Bcin01g07540	1002	1029	883	326	266	255
gene:Bcin01g07550	247	267	227	325	284	196
gene:Bcin01g07560	17	27	11	21	24	15
gene:Bcin01g07570	12	13	14	12	16	19
gene:Bcin01g07580	989	1016	744	636	675	588
gene:Bcin01g07590	793	912	623	607	659	593
gene:Bcin01g07600	642	815	634	1201	1233	764
gene:Bcin01g07610	1561	1854	1523	861	971	863
gene:Bcin01g07620	466	461	300	166	122	112
gene:Bcin01g07630	74	81	55	40	30	28
gene:ENSRNA049512525	0	0	0	0	0	0
gene:EFBcG00000013344	0	0	0	0	0	0
gene:Bcin01g07640	32	57	10	6	15	11
gene:Bcin01g07650	4486	4922	3590	3325	4736	3595
gene:Bcin01g07660	1272	1405	2230	146	111	94
gene:Bcin01g07670	1045	1011	1066	1704	2620	1435
gene:Bcin01g07680	86	83	65	105	80	70
gene:Bcin01g07690	612	743	658	448	342	283
gene:Bcin01g07700	345	455	355	264	179	219
gene:Bcin01g07710	1217	1468	1275	836	621	543
gene:Bcin01g07720	2936	3475	2722	3324	2928	2538
gene:Bcin01g07730	136	160	156	133	137	97
gene:Bcin01g07740	349	433	323	355	281	283
gene:Bcin01g07750	29	23	21	93	341	141
gene:Bcin01g07760	2103	2836	2787	337	269	273
gene:Bcin01g07770	706	800	601	695	516	405
gene:Bcin01g07780	492	443	395	391	257	238
gene:Bcin01g07790	2	0	0	1	3	4
gene:Bcin01g07800	431	543	474	638	847	490
gene:Bcin01g07810	615	679	540	802	1112	648
gene:Bcin01g07820	846	928	876	798	632	575
gene:Bcin01g07830	583	671	646	667	510	466
gene:Bcin01g07840	84	97	79	72	86	70
gene:Bcin01g07850	24	30	25	39	21	28
gene:Bcin01g07860	581	703	564	759	774	542
gene:Bcin01g07870	1295	1148	1012	1044	1856	1003
gene:Bcin01g07880	3963	3996	3190	2120	5807	2968
gene:Bcin01g07890	298	325	214	144	170	136
gene:Bcin01g07900	0	3	0	2	0	0
gene:Bcin01g07910	415	549	341	236	353	230
gene:Bcin01g07920	6587	7124	7030	965	662	586
gene:Bcin01g07930	1762	2090	1662	1615	1579	1314
gene:Bcin01g07940	2	1	2	0	1	0
gene:Bcin01g07950	7	3	4	5	4	3
gene:Bcin01g07960	2176	2388	2083	2235	2175	1856
gene:Bcin01g07970	1349	1434	1126	1375	1518	1113
gene:Bcin01g07980	561	283	69	9	11	20
gene:Bcin01g07990	684	833	613	1041	733	518
gene:Bcin01g08000	289	276	184	316	482	343
gene:Bcin01g08010	1115	1157	883	1355	1180	1001
gene:Bcin01g08020	567	686	575	824	512	497
gene:Bcin01g08030	1141	1255	1059	847	701	603
gene:Bcin01g08040	12654	14136	11003	14501	13576	11219
gene:Bcin01g08050	5654	5499	5142	10711	7301	7330
gene:Bcin01g08060	1	0	1	14	12	7
gene:Bcin01g08070	117	145	111	339	220	207
gene:Bcin01g08080	161	179	141	3154	3689	1984
gene:Bcin01g08090	6	8	2	11	9	6
gene:Bcin01g08100	285	411	213	220	174	153
gene:Bcin01g08110	79	112	22	36	13	30
gene:Bcin01g08120	4	5	1	36	43	40
gene:Bcin01g08130	1	0	0	0	0	0
gene:Bcin01g08140	48	78	11	16	7	5
gene:Bcin01g08150	1659	2162	463	829	1298	900
gene:Bcin01g08160	1421	2015	119	37	112	44
gene:Bcin01g08170	100	152	125	211	162	120
gene:Bcin01g08180	388	435	319	389	342	403
gene:Bcin01g08190	210	310	220	75	37	44
gene:Bcin01g08200	142	177	104	91	45	47
gene:Bcin01g08210	1121	1350	860	585	713	513
gene:Bcin01g08220	9454	12592	7686	516	281	250
gene:Bcin01g08230	1067	1192	931	4750	7327	1973
gene:Bcin01g08240	421	425	493	927	1323	689
gene:Bcin01g08250	2018	2307	1878	3172	4321	2771
gene:Bcin01g08260	1135	1273	1173	1967	1892	1458
gene:Bcin01g08270	200	213	175	198	148	112
gene:Bcin01g08280	471	530	396	702	452	491
gene:Bcin01g08290	265	310	231	412	247	262
gene:Bcin01g08300	30	30	20	25	22	15
gene:Bcin01g08310	769	695	767	689	396	354
gene:Bcin01g08320	31064	33042	32159	15912	14227	11486
gene:Bcin01g08330	223	309	231	273	222	134
gene:Bcin01g08340	179	365	36	83	122	92
gene:Bcin01g08350	876	871	738	1216	904	751
gene:Bcin01g08360	2541	3221	1802	1136	858	840
gene:Bcin01g08370	397	396	320	172	62	53
gene:Bcin01g08380	75	73	60	76	57	37
gene:Bcin01g08390	26	45	29	57	65	44
gene:Bcin01g08400	2851	3126	2791	3143	1878	1874
gene:Bcin01g08410	671	688	599	919	612	598
gene:Bcin01g08420	315	315	284	211	167	169
gene:Bcin01g08430	1228	1467	1231	1086	1000	751
gene:Bcin01g08440	500	565	500	436	317	308
gene:Bcin01g08450	22	11	13	32	13	17
gene:Bcin01g08460	298	355	261	847	541	542
gene:Bcin01g08470	412	518	413	637	474	463
gene:Bcin01g08480	941	1175	879	602	520	444
gene:Bcin01g08490	3489	3638	2884	3804	3035	2697
gene:Bcin01g08500	1181	1280	1068	1193	972	862
gene:Bcin01g08510	268	352	277	398	180	165
gene:Bcin01g08520	1805	1510	2678	6019	5667	5008
gene:Bcin01g08530	963	1056	818	798	610	580
gene:Bcin01g08540	308	331	319	361	325	260
gene:Bcin01g08550	957	1206	826	1001	1067	703
gene:Bcin01g08560	309	403	320	282	312	251
gene:Bcin01g08570	399	469	387	520	379	392
gene:Bcin01g08580	127	125	113	137	153	123
gene:Bcin01g08590	18	29	17	13	11	14
gene:Bcin01g08600	107	128	124	75	49	40
gene:Bcin01g08610	67	77	34	24	23	24
gene:Bcin01g08620	303	351	248	30	22	11
gene:Bcin01g08630	3	2	1	1	3	2
gene:Bcin01g08640	16	17	6	16	27	21
gene:Bcin01g08650	934	1109	833	555	455	370
gene:Bcin01g08660	806	869	739	543	427	369
gene:Bcin01g08670	48	53	61	15	39	26
gene:Bcin01g08680	10534	8526	8741	1838	5864	3070
gene:Bcin01g08690	1877	1934	1442	1429	3512	1938
gene:Bcin01g08700	5	6	2	6	5	6
gene:Bcin01g08710	563	665	575	744	589	489
gene:Bcin01g08720	1344	1537	1276	2031	1674	1531
gene:Bcin01g08730	1330	1578	1262	656	536	482
gene:Bcin01g08740	1401	1557	1928	1529	1047	966
gene:Bcin01g08750	144	156	120	164	152	107
gene:Bcin01g08760	1587	1919	1592	1666	1735	1097
gene:Bcin01g08770	2366	2606	2169	1668	1710	1455
gene:Bcin01g08780	2069	2193	1791	4688	3743	3092
gene:Bcin01g08790	391	455	330	340	356	376
gene:Bcin01g08800	1	0	0	3	5	1
gene:Bcin01g08810	167	190	141	94	80	71
gene:Bcin01g08820	180	203	204	317	239	207
gene:Bcin01g08830	360	390	325	653	753	505
gene:Bcin01g08840	3134	3472	2754	1916	2280	1830
gene:Bcin01g08850	885	924	725	922	876	852
gene:Bcin01g08860	36	55	23	38	79	65
gene:Bcin01g08870	735	948	624	924	766	605
gene:Bcin01g08880	355	452	278	1422	1418	1354
gene:Bcin01g08890	20	15	14	35	41	32
gene:Bcin01g08900	472	684	523	160	151	119
gene:Bcin01g08910	2990	3672	2813	541	444	454
gene:Bcin01g08920	2020	2492	1743	2083	2913	2110
gene:Bcin01g08930	271	322	246	197	159	161
gene:Bcin01g08940	467	523	374	229	192	164
gene:Bcin01g08950	4	4	1	9	9	2
gene:Bcin01g08960	123	109	101	150	139	93
gene:EFBcG00000013257	0	0	0	0	0	0
gene:ENSRNA049534862	0	0	0	0	0	0
gene:EFBcG00000013303	2	0	0	0	5	0
gene:EFBcG00000013142	0	0	0	0	0	0
gene:ENSRNA049512682	0	0	0	0	0	0
gene:Bcin01g08970	2657	2991	2556	5444	5975	4065
gene:Bcin01g08980	1800	1852	1726	1211	1710	1240
gene:Bcin01g08990	296	337	277	508	714	386
gene:Bcin01g09000	277	303	161	697	812	378
gene:Bcin01g09010	7	9	4	45	53	53
gene:Bcin01g09020	4	6	2	1	8	4
gene:Bcin01g09030	343	416	323	463	280	253
gene:Bcin01g09040	979	1004	944	733	1059	585
gene:Bcin01g09050	452	430	334	879	767	654
gene:Bcin01g09060	355	351	340	240	237	205
gene:Bcin01g09070	4	10	9	1	7	4
gene:Bcin01g09080	1362	1448	1244	1015	1672	870
gene:Bcin01g09090	11	20	18	80	92	54
gene:Bcin01g09100	1810	2184	1603	2212	1920	1309
gene:Bcin01g09110	834	902	547	893	1116	810
gene:Bcin01g09120	2907	3461	2943	3505	2567	2483
gene:Bcin01g09130	6	5	3	8	3	5
gene:Bcin01g09140	1477	1700	1316	1422	1660	1356
gene:Bcin01g09150	1934	2377	1910	2566	1684	1835
gene:Bcin01g09160	433	501	395	488	527	389
gene:Bcin01g09170	1630	1739	1703	1770	1287	1132
gene:Bcin01g09180	209	201	191	95	285	147
gene:Bcin01g09190	3	4	3	2	7	2
gene:Bcin01g09200	202	219	156	457	771	521
gene:Bcin01g09210	0	0	0	0	0	0
gene:Bcin01g09220	0	2	1	12	5	3
gene:Bcin01g09230	820	1088	752	1818	2068	1522
gene:Bcin01g09240	753	904	617	719	580	700
gene:Bcin01g09250	250	241	193	182	178	145
gene:Bcin01g09260	42	43	35	41	30	20
gene:Bcin01g09270	31	57	28	35	17	20
gene:Bcin01g09280	787	838	719	768	527	506
gene:Bcin01g09290	4	2	0	5	2	0
gene:Bcin01g09300	864	930	674	577	423	367
gene:Bcin01g09310	15082	16748	14155	12467	12722	10329
gene:Bcin01g09320	7709	8196	8243	3374	2479	2366
gene:Bcin01g09330	2232	2606	2181	3081	2123	2075
gene:Bcin01g09340	802	888	779	512	322	315
gene:Bcin01g09350	14556	14585	12788	20662	19512	16022
gene:Bcin01g09360	10622	12782	11918	8637	7174	6163
gene:Bcin01g09370	1941	2427	1700	2225	2267	1816
gene:Bcin01g09380	35	34	39	41	28	21
gene:Bcin01g09390	10	9	6	17	12	5
gene:Bcin01g09400	2661	2636	2155	1222	1464	1486
gene:Bcin01g09410	5	5	5	5	2	3
gene:Bcin01g09420	5	11	4	10	5	11
gene:Bcin01g09430	75716	83259	52814	87	111	82
gene:Bcin01g09440	685	756	614	1066	1009	675
gene:Bcin01g09450	23307	23226	23718	1792	834	1286
gene:Bcin01g09460	20	17	15	9	15	13
gene:Bcin01g09470	228	273	209	190	147	145
gene:Bcin01g09480	601	665	549	648	511	484
gene:Bcin01g09490	492	569	383	545	569	413
gene:Bcin01g09500	1911	2262	1718	1277	1261	998
gene:Bcin01g09510	1999	2413	1909	2463	1955	1753
gene:Bcin01g09520	91	120	115	104	67	66
gene:Bcin01g09530	1477	896	4317	138	80	106
gene:Bcin01g09540	1071	974	1330	373	345	339
gene:Bcin01g09550	1159	1416	1176	1677	1603	1267
gene:Bcin01g09560	4173	4330	3360	3614	2974	2696
gene:Bcin01g09570	710	758	581	470	334	271
gene:ENSRNA049512791	10	10	7	20	16	24
gene:Bcin01g09580	3039	2823	2403	3665	2507	2261
gene:Bcin01g09590	3144	3104	2390	2494	3587	3215
gene:Bcin01g09600	3023	3777	3173	3886	3199	2970
gene:Bcin01g09610	1488	1653	1288	1733	1342	1170
gene:Bcin01g09620	19896	20731	17646	26469	21099	19899
gene:Bcin01g09630	320	272	116	3020	1393	1166
gene:Bcin01g09640	23	15	18	254	98	101
gene:Bcin01g09650	7818	9088	8188	7173	6235	5274
gene:Bcin01g09660	15163	15865	14126	18105	17150	14244
gene:Bcin01g09670	1384	1407	1402	3811	3764	1979
gene:Bcin01g09680	146	177	123	127	143	110
gene:Bcin01g09690	510	558	522	493	323	272
gene:Bcin01g09700	10	9	6	15	7	7
gene:Bcin01g09710	81	106	112	248	118	97
gene:Bcin01g09720	259	273	211	517	751	553
gene:Bcin01g09730	562	586	406	957	724	521
gene:Bcin01g09740	837	783	791	2383	2964	1556
gene:Bcin01g09750	159	182	155	136	82	79
gene:Bcin01g09760	363	461	334	326	273	244
gene:Bcin01g09770	679	605	457	483	529	391
gene:Bcin01g09780	1896	2490	1983	2055	2221	1365
gene:Bcin01g09790	462	497	378	1143	1143	632
gene:Bcin01g09800	204	199	137	303	194	167
gene:Bcin01g09810	2238	2619	2091	1436	1358	958
gene:Bcin01g09820	1	0	0	0	0	0
gene:Bcin01g09830	16	15	11	15	11	11
gene:Bcin01g09840	2124	2286	1988	2465	2066	1873
gene:Bcin01g09850	16	18	26	38	23	28
gene:Bcin01g09860	1296	1468	1143	1288	862	820
gene:Bcin01g09870	623	803	522	388	321	312
gene:Bcin01g09880	8	7	3	12	10	6
gene:Bcin01g09890	422	455	426	409	289	280
gene:Bcin01g09900	5540	6101	5032	4446	3052	3093
gene:Bcin01g09910	475	504	783	850	606	578
gene:Bcin01g09920	102	110	57	10	11	12
gene:Bcin01g09930	27	30	17	0	1	2
gene:Bcin01g09940	6660	7545	5598	4327	3531	2914
gene:Bcin01g09950	49634	53975	40690	15935	15016	11556
gene:Bcin01g09960	346	424	300	252	214	182
gene:Bcin01g09970	156	176	92	67	68	59
gene:Bcin01g09980	315	449	145	254	199	136
gene:Bcin01g09990	297	412	146	273	198	150
gene:Bcin01g10000	95	98	76	74	40	39
gene:Bcin01g10010	538	532	491	924	859	526
gene:Bcin01g10020	161	200	154	125	86	60
gene:Bcin01g10030	6	5	3	7	4	6
gene:EFBcG00000013221	0	0	0	0	0	0
gene:ENSRNA049534927	0	0	0	0	0	0
gene:Bcin01g10040	193	280	126	445	335	212
gene:Bcin01g10050	2112	2418	2071	2100	1724	1385
gene:Bcin01g10060	1356	1483	1174	1259	1303	927
gene:Bcin01g10070	243	279	203	310	294	239
gene:Bcin01g10080	100	119	102	141	179	148
gene:Bcin01g10090	333	430	372	314	160	210
gene:Bcin01g10100	11738	11916	10086	26398	21140	18914
gene:Bcin01g10110	1471	1650	1457	2891	2458	2097
gene:Bcin01g10120	788	960	652	930	570	567
gene:Bcin01g10130	14	11	11	33	26	14
gene:Bcin01g10140	9	9	2	7	7	1
gene:Bcin01g10150	28	32	7	29	29	28
gene:Bcin01g10160	23	45	24	358	399	279
gene:Bcin01g10170	108	95	81	139	127	87
gene:Bcin01g10180	2049	1935	1411	744	1855	1005
gene:Bcin01g10190	0	0	0	0	0	0
gene:Bcin01g10200	0	1	1	2	0	0
gene:Bcin01g10210	0	0	0	0	2	1
gene:Bcin01g10220	1	3	1	4	8	5
gene:Bcin01g10230	8	7	6	18	24	20
gene:Bcin01g10240	579	616	659	586	452	373
gene:Bcin01g10250	3181	3624	1944	232	85	74
gene:Bcin01g10260	0	0	0	1	0	1
gene:Bcin01g10270	1	4	6	454	152	100
gene:Bcin01g10280	634	655	396	756	607	512
gene:Bcin01g10290	598	654	548	432	284	348
gene:Bcin01g10300	111	125	138	104	161	79
gene:Bcin01g10310	7848	8465	5923	4293	4730	3290
gene:Bcin01g10320	1616	1881	1734	2581	1885	1795
gene:Bcin01g10330	1520	1839	1609	3664	3713	3075
gene:Bcin01g10340	7411	7955	7284	7992	6725	5568
gene:Bcin01g10350	559	465	399	451	308	228
gene:Bcin01g10360	197	211	143	187	146	126
gene:Bcin01g10370	0	0	0	4	7	10
gene:EFBcG00000013241	0	0	0	0	0	0
gene:ENSRNA049534995	0	0	0	0	0	0
gene:Bcin01g10380	61	49	52	202	255	66
gene:Bcin01g10390	215	198	177	1189	2072	664
gene:Bcin01g10400	491	583	476	568	569	374
gene:Bcin01g10410	55	61	36	58	104	83
gene:Bcin01g10420	10	21	12	619	960	202
gene:Bcin01g10430	17	28	37	159	342	196
gene:Bcin01g10440	32	43	27	21	16	20
gene:Bcin01g10450	354	425	322	494	534	383
gene:Bcin01g10460	137	133	114	133	171	108
